file,entropy_orig,entropy_smooth,entropy_sharp,contrast_orig,contrast_smooth,contrast_sharp,edge_orig,edge_smooth,edge_sharp,ssim_sharp_vs_orig
Picture1.png,1.889636469968341,2.622602001487145,2.131978283610621,0.49088576436042786,0.48079178176343007,0.49190720314448566,0.01422580215683664,0.016841965117827186,0.014205831447210758,0.9941768132539717
Picture 2.png,7.056304341649971,6.954077040713735,7.216680547211209,0.14795635640621185,0.1362410716951921,0.16640768112765048,0.10247131509267432,0.048518471819442695,0.13995082587315597,0.914488015438933
Picture 3.png,3.4795274178675726,6.51433969107082,2.0331846794911232,0.40279120206832886,0.3237926553041158,0.42393055877922287,0.10521110090300366,0.10526903881012092,0.10676714755129574,0.9484823779048133
